"TAXA_ID","RANK_ID","RANK","TREE","NAME","FAMILY","GENUS","SPECIES","INFRASPECIES_RANK","INFRASPECIES","AUTHOR","ACCEPTED","DOUBTFUL_EXCLUDED_OR_OTHER","VOLUME_ID","VOLUME","VOLUME_REFERENCE","ABIF03_PNID","NSL_ID","NSL_INSTANCE_URI","CREATED_AT","CREATED_BY","UPDATED_AT","UPDATED_BY","URL_NAME"
1031,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. ptychophylla","Acacia ptychophylla","Mimosaceae","Acacia ","ptychophylla","","","F.Muell.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41762,567293,"https://biodiversity.org.au/boa/instance/apni/567293",30/JUL/10,"FOA",,"","Acacia%20ptychophylla"
1033,1,"sp."," fam. Mimosaceae | gen. Acacia | sp. pubescens","Acacia pubescens","Mimosaceae","Acacia ","pubescens","","","Spin","N","Y",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42146,567589,"https://biodiversity.org.au/boa/instance/apni/567589",30/JUL/10,"FOA",,"","Acacia%20pubescens"
1032,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pubescens","Acacia pubescens","Mimosaceae","Acacia ","pubescens","","","(Vent.) R.Br.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40867,564864,"https://biodiversity.org.au/boa/instance/apni/564864",30/JUL/10,"FOA",,"","Acacia%20pubescens"
1034,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pubicosta","Acacia pubicosta","Mimosaceae","Acacia ","pubicosta","","","C.T.White","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40981,564975,"https://biodiversity.org.au/boa/instance/apni/564975",30/JUL/10,"FOA",,"","Acacia%20pubicosta"
1035,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pubifolia","Acacia pubifolia","Mimosaceae","Acacia ","pubifolia","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41774,567305,"https://biodiversity.org.au/boa/instance/apni/567305",30/JUL/10,"FOA",,"","Acacia%20pubifolia"
1036,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pubirhachis","Acacia pubirhachis","Mimosaceae","Acacia ","pubirhachis","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41685,567218,"https://biodiversity.org.au/boa/instance/apni/567218",30/JUL/10,"FOA",,"","Acacia%20pubirhachis"
1037,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pulchella","Acacia pulchella","Mimosaceae","Acacia ","pulchella","","","R.Br.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42001,567505,"https://biodiversity.org.au/boa/instance/apni/567505",30/JUL/10,"FOA",,"","Acacia%20pulchella"
1038,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pulchella | var. glaberrima","Acacia pulchella var. glaberrima","Mimosaceae","Acacia ","pulchella ","var.","glaberrima","Meisn.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42004,567508,"https://biodiversity.org.au/boa/instance/apni/567508",30/JUL/10,"FOA",,"","Acacia%20pulchella%20var.%20glaberrima"
1039,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pulchella | var. goadbyi","Acacia pulchella var. goadbyi","Mimosaceae","Acacia ","pulchella ","var.","goadbyi","(Domin) Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42005,567509,"https://biodiversity.org.au/boa/instance/apni/567509",30/JUL/10,"FOA",,"","Acacia%20pulchella%20var.%20goadbyi"
1040,19,"var."," fam. Mimosaceae | gen. Acacia | var. hirsuta","Acacia pulchella var. hirsuta","Mimosaceae","Acacia ","","var.","hirsuta","Paxton","N","Y",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42147,567590,"https://biodiversity.org.au/boa/instance/apni/567590",30/JUL/10,"FOA",,"","Acacia%20pulchella%20var.%20hirsuta"
1041,19,"var."," fam. Mimosaceae | gen. Acacia | var. magna","Acacia pulchella var. magna","Mimosaceae","Acacia ","","var.","magna","Paxton","N","Y",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42148,567591,"https://biodiversity.org.au/boa/instance/apni/567591",30/JUL/10,"FOA",,"","Acacia%20pulchella%20var.%20magna"
1042,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pulchella | var. pulchella","Acacia pulchella var. pulchella","Mimosaceae","Acacia ","pulchella ","var.","pulchella","","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42002,567506,"https://biodiversity.org.au/boa/instance/apni/567506",30/JUL/10,"FOA",,"","Acacia%20pulchella%20var.%20pulchella"
1043,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pulchella | var. reflexa","Acacia pulchella var. reflexa","Mimosaceae","Acacia ","pulchella ","var.","reflexa","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42003,567507,"https://biodiversity.org.au/boa/instance/apni/567507",30/JUL/10,"FOA",,"","Acacia%20pulchella%20var.%20reflexa"
1044,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pulviniformis","Acacia pulviniformis","Mimosaceae","Acacia ","pulviniformis","","","Maiden & Blakely","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41192,565219,"https://biodiversity.org.au/boa/instance/apni/565219",30/JUL/10,"FOA",,"","Acacia%20pulviniformis"
1045,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. puncticulata","Acacia puncticulata","Mimosaceae","Acacia ","puncticulata","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41296,565320,"https://biodiversity.org.au/boa/instance/apni/565320",30/JUL/10,"FOA",,"","Acacia%20puncticulata"
1046,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. purpureopetala","Acacia purpureopetala","Mimosaceae","Acacia ","purpureopetala","","","F.M.Bailey","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41144,565892,"https://biodiversity.org.au/boa/instance/apni/565892",30/JUL/10,"FOA",,"","Acacia%20purpureopetala"
1047,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pusilla","Acacia pusilla","Mimosaceae","Acacia ","pusilla","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41328,565434,"https://biodiversity.org.au/boa/instance/apni/565434",30/JUL/10,"FOA",,"","Acacia%20pusilla"
1048,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pustula","Acacia pustula","Mimosaceae","Acacia ","pustula","","","Maiden & Blakely","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40977,564971,"https://biodiversity.org.au/boa/instance/apni/564971",30/JUL/10,"FOA",,"","Acacia%20pustula"
1049,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pycnantha","Acacia pycnantha","Mimosaceae","Acacia ","pycnantha","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40961,564955,"https://biodiversity.org.au/boa/instance/apni/564955",30/JUL/10,"FOA",21/JAN/14,"brucem","Acacia%20pycnantha"
1050,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pycnocephala","Acacia pycnocephala","Mimosaceae","Acacia ","pycnocephala","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41229,565254,"https://biodiversity.org.au/boa/instance/apni/565254",30/JUL/10,"FOA",,"","Acacia%20pycnocephala"
1051,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pycnostachya","Acacia pycnostachya","Mimosaceae","Acacia ","pycnostachya","","","F.Muell. ex Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41782,567312,"https://biodiversity.org.au/boa/instance/apni/567312",30/JUL/10,"FOA",,"","Acacia%20pycnostachya"
1052,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pygmaea","Acacia pygmaea","Mimosaceae","Acacia ","pygmaea","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41138,565165,"https://biodiversity.org.au/boa/instance/apni/565165",30/JUL/10,"FOA",,"","Acacia%20pygmaea"
1053,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pyrifolia","Acacia pyrifolia","Mimosaceae","Acacia ","pyrifolia","","","DC.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41069,565074,"https://biodiversity.org.au/boa/instance/apni/565074",30/JUL/10,"FOA",12/JUN/12,"brucem","Acacia%20pyrifolia"
1054,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pyrifolia | var. morrisonii","Acacia pyrifolia var. morrisonii","Mimosaceae","Acacia ","pyrifolia ","var.","morrisonii","Maiden","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41070,744579,"https://biodiversity.org.au/boa/instance/apni/744579",30/JUL/10,"FOA",12/JUN/12,"brucem","Acacia%20pyrifolia%20var.%20morrisonii"
1055,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. pyrifolia | var. pyrifolia","Acacia pyrifolia var. pyrifolia","Mimosaceae","Acacia ","pyrifolia ","var.","pyrifolia","","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41071,,"",30/JUL/10,"FOA",12/JUN/12,"brucem","Acacia%20pyrifolia%20var.%20pyrifolia"
1056,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. quadrilateralis","Acacia quadrilateralis","Mimosaceae","Acacia ","quadrilateralis","","","DC.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41048,565057,"https://biodiversity.org.au/boa/instance/apni/565057",30/JUL/10,"FOA",,"","Acacia%20quadrilateralis"
1057,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. quadrimarginea","Acacia quadrimarginea","Mimosaceae","Acacia ","quadrimarginea","","","F.Muell.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41835,567361,"https://biodiversity.org.au/boa/instance/apni/567361",30/JUL/10,"FOA",,"","Acacia%20quadrimarginea"
1058,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. quadrisulcata","Acacia quadrisulcata","Mimosaceae","Acacia ","quadrisulcata","","","F.Muell.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41264,565288,"https://biodiversity.org.au/boa/instance/apni/565288",30/JUL/10,"FOA",,"","Acacia%20quadrisulcata"
1059,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. quinquenervia","Acacia quinquenervia","Mimosaceae","Acacia ","quinquenervia","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41333,565439,"https://biodiversity.org.au/boa/instance/apni/565439",30/JUL/10,"FOA",,"","Acacia%20quinquenervia"
1060,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. quornensis","Acacia quornensis","Mimosaceae","Acacia ","quornensis","","","J.M.Black","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40927,564923,"https://biodiversity.org.au/boa/instance/apni/564923",30/JUL/10,"FOA",,"","Acacia%20quornensis"
1061,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. racospermoides","Acacia racospermoides","Mimosaceae","Acacia ","racospermoides","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41592,567125,"https://biodiversity.org.au/boa/instance/apni/567125",30/JUL/10,"FOA",,"","Acacia%20racospermoides"
1062,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. ramiflora","Acacia ramiflora","Mimosaceae","Acacia ","ramiflora","","","Domin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41597,567130,"https://biodiversity.org.au/boa/instance/apni/567130",30/JUL/10,"FOA",,"","Acacia%20ramiflora"
1063,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. ramulosa","Acacia ramulosa","Mimosaceae","Acacia ","ramulosa","","","W.Fitzg.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41836,567362,"https://biodiversity.org.au/boa/instance/apni/567362",30/JUL/10,"FOA",,"","Acacia%20ramulosa"
1064,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. ramulosa | var. linophylla","Acacia ramulosa var. linophylla","Mimosaceae","Acacia ","ramulosa ","var.","linophylla","(W.Fitzg.) Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41838,567364,"https://biodiversity.org.au/boa/instance/apni/567364",30/JUL/10,"FOA",,"","Acacia%20ramulosa%20var.%20linophylla"
1065,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. ramulosa | var. ramulosa","Acacia ramulosa var. ramulosa","Mimosaceae","Acacia ","ramulosa ","var.","ramulosa","","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41837,567363,"https://biodiversity.org.au/boa/instance/apni/567363",30/JUL/10,"FOA",,"","Acacia%20ramulosa%20var.%20ramulosa"
1066,1,"sp."," fam. Mimosaceae | gen. Acacia | sp. reclinata","Acacia reclinata","Mimosaceae","Acacia ","reclinata","","","Hort. ex Jacques","N","Y",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42149,567592,"https://biodiversity.org.au/boa/instance/apni/567592",30/JUL/10,"FOA",,"","Acacia%20reclinata"
1067,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. recurvata","Acacia recurvata","Mimosaceae","Acacia ","recurvata","","","R.S.Cowan & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41428,565534,"https://biodiversity.org.au/boa/instance/apni/565534",30/JUL/10,"FOA",,"","Acacia%20recurvata"
1068,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. redolens","Acacia redolens","Mimosaceae","Acacia ","redolens","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41448,566957,"https://biodiversity.org.au/boa/instance/apni/566957",30/JUL/10,"FOA",,"","Acacia%20redolens"
1069,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rendlei","Acacia rendlei","Mimosaceae","Acacia ","rendlei","","","Maiden","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41299,565322,"https://biodiversity.org.au/boa/instance/apni/565322",30/JUL/10,"FOA",,"","Acacia%20rendlei"
1070,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. repanda","Acacia repanda","Mimosaceae","Acacia ","repanda","","","R.S.Cowan & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41880,567392,"https://biodiversity.org.au/boa/instance/apni/567392",30/JUL/10,"FOA",,"","Acacia%20repanda"
1071,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. repens","Acacia repens","Mimosaceae","Acacia ","repens","","","A.S.George","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41969,567473,"https://biodiversity.org.au/boa/instance/apni/567473",30/JUL/10,"FOA",,"","Acacia%20repens"
1072,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. resinicostata","Acacia resinicostata","Mimosaceae","Acacia ","resinicostata","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41155,565181,"https://biodiversity.org.au/boa/instance/apni/565181",30/JUL/10,"FOA",,"","Acacia%20resinicostata"
1073,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. resinimarginea","Acacia resinimarginea","Mimosaceae","Acacia ","resinimarginea","","","W.Fitzg.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41868,567380,"https://biodiversity.org.au/boa/instance/apni/567380",30/JUL/10,"FOA",,"","Acacia%20resinimarginea"
1074,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. resinistipulea","Acacia resinistipulea","Mimosaceae","Acacia ","resinistipulea","","","W.Fitzg.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41500,567034,"https://biodiversity.org.au/boa/instance/apni/567034",30/JUL/10,"FOA",,"","Acacia%20resinistipulea"
1075,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. resinosa","Acacia resinosa","Mimosaceae","Acacia ","resinosa","","","R.S.Cowan & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41537,567070,"https://biodiversity.org.au/boa/instance/apni/567070",30/JUL/10,"FOA",,"","Acacia%20resinosa"
1076,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. restiacea","Acacia restiacea","Mimosaceae","Acacia ","restiacea","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41112,565129,"https://biodiversity.org.au/boa/instance/apni/565129",30/JUL/10,"FOA",,"","Acacia%20restiacea"
1077,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. retinervis","Acacia retinervis","Mimosaceae","Acacia ","retinervis","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41673,567206,"https://biodiversity.org.au/boa/instance/apni/567206",30/JUL/10,"FOA",26/JUN/12,"brucem","Acacia%20retinervis"
1078,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. retinodes","Acacia retinodes","Mimosaceae","Acacia ","retinodes","","","Schltdl.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40942,564937,"https://biodiversity.org.au/boa/instance/apni/564937",30/JUL/10,"FOA",12/JUN/12,"brucem","Acacia%20retinodes"
1081,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. retivenea","Acacia retivenea","Mimosaceae","Acacia ","retivenea","","","F.Muell.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41609,567142,"https://biodiversity.org.au/boa/instance/apni/567142",30/JUL/10,"FOA",,"","Acacia%20retivenea"
1082,17,"subsp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. retivenea | subsp. clandestina","Acacia retivenea subsp. clandestina","Mimosaceae","Acacia ","retivenea ","subsp.","clandestina","R.S.Cowan & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41611,567144,"https://biodiversity.org.au/boa/instance/apni/567144",30/JUL/10,"FOA",,"","Acacia%20retivenea%20subsp.%20clandestina"
1083,17,"subsp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. retivenea | subsp. retivenea","Acacia retivenea subsp. retivenea","Mimosaceae","Acacia ","retivenea ","subsp.","retivenea","","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41610,567143,"https://biodiversity.org.au/boa/instance/apni/567143",30/JUL/10,"FOA",,"","Acacia%20retivenea%20subsp.%20retivenea"
1084,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. retrorsa","Acacia retrorsa","Mimosaceae","Acacia ","retrorsa","","","Meisn.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41178,565204,"https://biodiversity.org.au/boa/instance/apni/565204",30/JUL/10,"FOA",,"","Acacia%20retrorsa"
1085,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rhamphophylla","Acacia rhamphophylla","Mimosaceae","Acacia ","rhamphophylla","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41329,565435,"https://biodiversity.org.au/boa/instance/apni/565435",30/JUL/10,"FOA",,"","Acacia%20rhamphophylla"
1086,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rhetinocarpa","Acacia rhetinocarpa","Mimosaceae","Acacia ","rhetinocarpa","","","J.M.Black","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41367,565475,"https://biodiversity.org.au/boa/instance/apni/565475",30/JUL/10,"FOA",,"","Acacia%20rhetinocarpa"
1087,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rhigiophylla","Acacia rhigiophylla","Mimosaceae","Acacia ","rhigiophylla","","","F.Muell. ex Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41956,567460,"https://biodiversity.org.au/boa/instance/apni/567460",30/JUL/10,"FOA",,"","Acacia%20rhigiophylla"
1088,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rhodophloia","Acacia rhodophloia","Mimosaceae","Acacia ","rhodophloia","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41811,567339,"https://biodiversity.org.au/boa/instance/apni/567339",30/JUL/10,"FOA",,"","Acacia%20rhodophloia"
1089,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. rhodoxylon","Acacia rhodoxylon","Mimosaceae","Acacia ","rhodoxylon","","","Maiden","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41776,567307,"https://biodiversity.org.au/boa/instance/apni/567307",30/JUL/10,"FOA",,"","Acacia%20rhodoxylon"
1090,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. riceana","Acacia riceana","Mimosaceae","Acacia ","riceana","","","Hensl.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41954,567458,"https://biodiversity.org.au/boa/instance/apni/567458",30/JUL/10,"FOA",,"","Acacia%20riceana"
