"TAXA_ID","RANK_ID","RANK","TREE","NAME","FAMILY","GENUS","SPECIES","INFRASPECIES_RANK","INFRASPECIES","AUTHOR","ACCEPTED","DOUBTFUL_EXCLUDED_OR_OTHER","VOLUME_ID","VOLUME","VOLUME_REFERENCE","ABIF03_PNID","NSL_ID","NSL_INSTANCE_URI","CREATED_AT","CREATED_BY","UPDATED_AT","UPDATED_BY","URL_NAME"
84,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. ancistrocarpa","Acacia ancistrocarpa","Mimosaceae","Acacia ","ancistrocarpa","","","Maiden & Blakely","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41744,567275,"https://biodiversity.org.au/boa/instance/apni/567275",30/JUL/10,"FOA",,"","Acacia%20ancistrocarpa"
85,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. ancistrophylla","Acacia ancistrophylla","Mimosaceae","Acacia ","ancistrophylla","","","C.R.P.Andrews","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41519,567052,"https://biodiversity.org.au/boa/instance/apni/567052",30/JUL/10,"FOA",,"","Acacia%20ancistrophylla"
86,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. ancistrophylla | var. ancistrophylla","Acacia ancistrophylla var. ancistrophylla","Mimosaceae","Acacia ","ancistrophylla ","var.","ancistrophylla","","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41520,567053,"https://biodiversity.org.au/boa/instance/apni/567053",30/JUL/10,"FOA",,"","Acacia%20ancistrophylla%20var.%20ancistrophylla"
87,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. ancistrophylla | var. lissophylla","Acacia ancistrophylla var. lissophylla","Mimosaceae","Acacia ","ancistrophylla ","var.","lissophylla","(J.M.Black) R.S.Cowan & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41521,567054,"https://biodiversity.org.au/boa/instance/apni/567054",30/JUL/10,"FOA",,"","Acacia%20ancistrophylla%20var.%20lissophylla"
88,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. ancistrophylla | var. perarcuata","Acacia ancistrophylla var. perarcuata","Mimosaceae","Acacia ","ancistrophylla ","var.","perarcuata","R.S.Cowan & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41522,567055,"https://biodiversity.org.au/boa/instance/apni/567055",30/JUL/10,"FOA",,"","Acacia%20ancistrophylla%20var.%20perarcuata"
89,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. andrewsii","Acacia andrewsii","Mimosaceae","Acacia ","andrewsii","","","W.Fitzg.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41235,565260,"https://biodiversity.org.au/boa/instance/apni/565260",30/JUL/10,"FOA",,"","Acacia%20andrewsii"
90,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. aneura","Acacia aneura","Mimosaceae","Acacia ","aneura","","","F.Muell. ex Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41842,567367,"https://biodiversity.org.au/boa/instance/apni/567367",30/JUL/10,"FOA",07/JUN/12,"brucem","Acacia%20aneura"
97,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. aneura | var. major","Acacia aneura var. major","Mimosaceae","Acacia ","aneura ","var.","major","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41848,590296,"https://biodiversity.org.au/boa/instance/apni/590296",30/JUL/10,"FOA",,"","Acacia%20aneura%20var.%20major"
101,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. anfractuosa","Acacia anfractuosa","Mimosaceae","Acacia ","anfractuosa","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41919,567429,"https://biodiversity.org.au/boa/instance/apni/567429",30/JUL/10,"FOA",,"","Acacia%20anfractuosa"
102,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. angusta","Acacia angusta","Mimosaceae","Acacia ","angusta","","","Maiden & Blakely","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40979,564973,"https://biodiversity.org.au/boa/instance/apni/564973",30/JUL/10,"FOA",,"","Acacia%20angusta"
103,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. anomala","Acacia anomala","Mimosaceae","Acacia ","anomala","","","C.A.Gardner ex Court","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41119,565138,"https://biodiversity.org.au/boa/instance/apni/565138",30/JUL/10,"FOA",,"","Acacia%20anomala"
104,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. anthochaera","Acacia anthochaera","Mimosaceae","Acacia ","anthochaera","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41075,565078,"https://biodiversity.org.au/boa/instance/apni/565078",30/JUL/10,"FOA",,"","Acacia%20anthochaera"
105,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. aphanoclada","Acacia aphanoclada","Mimosaceae","Acacia ","aphanoclada","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41056,565064,"https://biodiversity.org.au/boa/instance/apni/565064",30/JUL/10,"FOA",,"","Acacia%20aphanoclada"
106,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. aphylla","Acacia aphylla","Mimosaceae","Acacia ","aphylla","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41120,565139,"https://biodiversity.org.au/boa/instance/apni/565139",30/JUL/10,"FOA",,"","Acacia%20aphylla"
107,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. applanata","Acacia applanata","Mimosaceae","Acacia ","applanata","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41128,565155,"https://biodiversity.org.au/boa/instance/apni/565155",30/JUL/10,"FOA",,"","Acacia%20applanata"
108,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. aprepta","Acacia aprepta","Mimosaceae","Acacia ","aprepta","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41814,567342,"https://biodiversity.org.au/boa/instance/apni/567342",30/JUL/10,"FOA",,"","Acacia%20aprepta"
109,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. aprica","Acacia aprica","Mimosaceae","Acacia ","aprica","","","Maslin & A.R.Chapm.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41898,567409,"https://biodiversity.org.au/boa/instance/apni/567409",30/JUL/10,"FOA",,"","Acacia%20aprica"
100,19,"var."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | var. aptaneura","Acacia aptaneura","Mimosaceae","Acacia ","","var.","aptaneura","Maslin & J.E.Reid","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41846,755026,"https://biodiversity.org.au/boa/instance/apni/755026",30/JUL/10,"FOA",20/SEP/12,"brucem","Acacia%20aptaneura"
110,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. arafurica","Acacia arafurica","Mimosaceae","Acacia ","arafurica","","","Tindale & Kodela","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41573,567106,"https://biodiversity.org.au/boa/instance/apni/567106",30/JUL/10,"FOA",,"","Acacia%20arafurica"
111,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. araneosa","Acacia araneosa","Mimosaceae","Acacia ","araneosa","","","Whibley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",40937,564933,"https://biodiversity.org.au/boa/instance/apni/564933",30/JUL/10,"FOA",,"","Acacia%20araneosa"
112,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. arbiana","Acacia arbiana","Mimosaceae","Acacia ","arbiana","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41019,565023,"https://biodiversity.org.au/boa/instance/apni/565023",30/JUL/10,"FOA",,"","Acacia%20arbiana"
113,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. arcuatilis","Acacia arcuatilis","Mimosaceae","Acacia ","arcuatilis","","","R.S.Cowan & Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41897,567408,"https://biodiversity.org.au/boa/instance/apni/567408",30/JUL/10,"FOA",,"","Acacia%20arcuatilis"
114,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. areolata","Acacia areolata","Mimosaceae","Acacia ","areolata","","","M.W.McDonald","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42033,604009,"https://biodiversity.org.au/boa/instance/apni/604009",30/JUL/10,"FOA",14/JUN/13,"hthompson","Acacia%20areolata"
115,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. argentina","Acacia argentina","Mimosaceae","Acacia ","argentina","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42034,613314,"https://biodiversity.org.au/boa/instance/apni/613314",30/JUL/10,"FOA",13/JUN/12,"brucem","Acacia%20argentina"
116,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. argutifolia","Acacia argutifolia","Mimosaceae","Acacia ","argutifolia","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41247,565272,"https://biodiversity.org.au/boa/instance/apni/565272",30/JUL/10,"FOA",,"","Acacia%20argutifolia"
117,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. argyraea","Acacia argyraea","Mimosaceae","Acacia ","argyraea","","","Tindale","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41749,567280,"https://biodiversity.org.au/boa/instance/apni/567280",30/JUL/10,"FOA",,"","Acacia%20argyraea"
118,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. argyrodendron","Acacia argyrodendron","Mimosaceae","Acacia ","argyrodendron","","","Domin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41572,567105,"https://biodiversity.org.au/boa/instance/apni/567105",30/JUL/10,"FOA",,"","Acacia%20argyrodendron"
119,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. argyrophylla","Acacia argyrophylla","Mimosaceae","Acacia ","argyrophylla","","","Hook.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41032,565035,"https://biodiversity.org.au/boa/instance/apni/565035",30/JUL/10,"FOA",,"","Acacia%20argyrophylla"
120,1,"sp."," fam. Mimosaceae | gen. Acacia | sp. argyrophylla","Acacia argyrophylla","Mimosaceae","Acacia ","argyrophylla","","","F.Muell.","N","Y",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42092,567538,"https://biodiversity.org.au/boa/instance/apni/567538",30/JUL/10,"FOA",,"","Acacia%20argyrophylla"
121,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. argyrotricha","Acacia argyrotricha","Mimosaceae","Acacia ","argyrotricha","","","Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41543,567076,"https://biodiversity.org.au/boa/instance/apni/567076",30/JUL/10,"FOA",,"","Acacia%20argyrotricha"
122,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. arida","Acacia arida","Mimosaceae","Acacia ","arida","","","Benth.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41715,567248,"https://biodiversity.org.au/boa/instance/apni/567248",30/JUL/10,"FOA",,"","Acacia%20arida"
123,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. aristulata","Acacia aristulata","Mimosaceae","Acacia ","aristulata","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41198,565225,"https://biodiversity.org.au/boa/instance/apni/565225",30/JUL/10,"FOA",,"","Acacia%20aristulata"
124,19,"var."," fam. Mimosaceae | gen. Acacia | var. undulata","Acacia armata var. undulata","Mimosaceae","Acacia ","","var.","undulata","Riebe","N","Y",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",42093,761575,"https://biodiversity.org.au/boa/instance/apni/761575",30/JUL/10,"FOA",,"","Acacia%20armata%20var.%20undulata"
125,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. armillata","Acacia armillata","Mimosaceae","Acacia ","armillata","","","(Pedley) Pedley","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41589,567122,"https://biodiversity.org.au/boa/instance/apni/567122",30/JUL/10,"FOA",,"","Acacia%20armillata"
126,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. armitii","Acacia armitii","Mimosaceae","Acacia ","armitii","","","F.Muell. ex Maiden","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41682,567215,"https://biodiversity.org.au/boa/instance/apni/567215",30/JUL/10,"FOA",,"","Acacia%20armitii"
127,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. arrecta","Acacia arrecta","Mimosaceae","Acacia ","arrecta","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41732,567264,"https://biodiversity.org.au/boa/instance/apni/567264",30/JUL/10,"FOA",,"","Acacia%20arrecta"
128,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. ascendens","Acacia ascendens","Mimosaceae","Acacia ","ascendens","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41394,565502,"https://biodiversity.org.au/boa/instance/apni/565502",30/JUL/10,"FOA",,"","Acacia%20ascendens"
129,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. asepala","Acacia asepala","Mimosaceae","Acacia ","asepala","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41272,565296,"https://biodiversity.org.au/boa/instance/apni/565296",30/JUL/10,"FOA",,"","Acacia%20asepala"
130,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. ashbyae","Acacia ashbyae","Mimosaceae","Acacia ","ashbyae","","","Maslin","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41105,565121,"https://biodiversity.org.au/boa/instance/apni/565121",30/JUL/10,"FOA",,"","Acacia%20ashbyae"
131,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. asparagoides","Acacia asparagoides","Mimosaceae","Acacia ","asparagoides","","","A.Cunn.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41171,565197,"https://biodiversity.org.au/boa/instance/apni/565197",30/JUL/10,"FOA",,"","Acacia%20asparagoides"
132,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. aspera","Acacia aspera","Mimosaceae","Acacia ","aspera","","","Lindl.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41359,565465,"https://biodiversity.org.au/boa/instance/apni/565465",30/JUL/10,"FOA",,"","Acacia%20aspera"
133,17,"subsp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. aspera | subsp. aspera","Acacia aspera subsp. aspera","Mimosaceae","Acacia ","aspera ","subsp.","aspera","","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41360,,"",30/JUL/10,"FOA",,"","Acacia%20aspera%20subsp.%20aspera"
134,17,"subsp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. aspera | subsp. parviceps","Acacia aspera subsp. parviceps","Mimosaceae","Acacia ","aspera ","subsp.","parviceps","N.G.Walsh","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41361,,"",30/JUL/10,"FOA",,"","Acacia%20aspera%20subsp.%20parviceps"
135,1,"sp."," fam. Mimosaceae | gen. Acacia | subg. Phyllodineae | sp. asperulacea","Acacia asperulacea","Mimosaceae","Acacia ","asperulacea","","","F.Muell.","Y","N",4,"11A_11B_12","Data derived from <i>Flora of Australia</i>  Volumes 11A (2001), 11B (2001) and 12 (1998), products of ABRS, ©Commonwealth of Australia",41974,567478,"https://biodiversity.org.au/boa/instance/apni/567478",30/JUL/10,"FOA",,"","Acacia%20asperulacea"
